Episode,Build,Reward,APFD,Improvement
0,714050996,104.7992071881946,0.5222222222222221,0.16666666666666657
1,697021217,116.99241322301258,0.505718954248366,-0.023692810457516256
2,698578231,120.40202830799716,0.5306372549019607,0.0016339869281045694
3,702181122,88.66907644080021,0.5629514963880289,0.13725490196078433
4,699534352,126.8422500092614,0.5151143790849673,-0.014705882352941124
5,723942590,96.2156291396259,0.5222222222222221,0.16666666666666657
6,699534352,119.92438264940151,0.5306372549019607,0.0008169934640522847
7,724489368,102.85915657092687,0.5366013071895425,0.1627450980392156
8,697721190,115.59655979267174,0.5245098039215685,-0.009395424836601385
9,723211456,104.32736650940261,0.4758169934640523,0.10130718954248363
10,697269522,128.0470534518483,0.5126633986928104,-0.016339869281045694
11,721886814,100.12702405071335,0.4460641399416909,0.09985422740524774
12,723724122,99.04813574880053,0.5169934640522875,0.15490196078431367
13,723942590,105.77141758741152,0.5418300653594771,0.18627450980392152
14,714050996,100.28372764921544,0.5483660130718954,0.1928104575163398
15,700294105,98.620572330605,0.4934402332361516,0.13994169096209907
16,716626551,110.89451861467361,0.5352941176470588,0.17973856209150324
17,689679884,123.07755182827485,0.5277777777777777,-0.006127450980392246
18,615251949,8.687528039479588,0.8333333333333334,0.16666666666666674
19,703550124,108.74970016508344,0.5043731778425656,0.1428571428571429
20,699003871,105.47874363449893,0.512390670553936,0.1545189504373179
21,697298682,108.2145150934688,0.5495626822157434,0.20335276967930027
22,722869348,102.64514882146513,0.5254901960784313,0.15882352941176464
23,716753381,97.80234944304112,0.4980392156862746,0.14183006535947718
24,703550124,100.2112367344184,0.5182215743440234,0.15670553935860065
25,697021217,110.90288098742884,0.5155228758169934,-0.01388888888888884
26,699264549,114.97761567929086,0.517156862745098,-0.01225490196078427
27,612547046,8.792022792022792,1.0,0.0
28,604431502,8.396666666666667,0.8333333333333334,0.16666666666666674
29,699221251,102.47239893444659,0.5495626822157434,0.20262390670553931
30,690956079,110.21364550709932,0.5163398692810457,-0.012663398692810413
31,611121236,8.430041152263374,1.0,0.0
32,700147030,88.55241567200667,0.5138483965014577,0.16180758017492713
33,621775730,7.888888888888889,0.6666666666666666,-0.16666666666666674
34,607127979,8.549616599007669,0.8333333333333334,0.16666666666666674
35,721888379,99.69847229775077,0.543731778425656,0.2048104956268222
36,724412477,94.6490819954928,0.4967320261437909,0.1398692810457517
37,721800318,96.67054344202218,0.4759475218658892,0.13702623906705536
38,700204918,92.59318266165795,0.49927113702623904,0.1457725947521865
39,604431502,8.396666666666667,0.8333333333333334,0.16666666666666674
40,607127979,8.549616599007669,0.8333333333333334,0.16666666666666674
41,723552115,86.17348026105304,0.510932944606414,0.1705539358600583
42,621777309,8.399611617696724,1.0,0.0
43,611121236,8.430041152263374,1.0,0.0
44,703510554,91.21138499371598,0.5189504373177843,0.17492711370262393
45,722869348,105.27607619739022,0.5607843137254902,0.19411764705882356
